date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.5297,0.6047,0.3953
2026-08-26,1.5246,0.6039,0.3961
2026-08-27,1.5988,0.6152,0.3848
2026-08-28,1.5674,0.6105,0.3895
2026-08-29,1.4468,0.5913,0.4087
2026-08-30,1.4195,0.5867,0.4133
2026-08-31,1.3981,0.5830,0.4170
2026-09-01,1.4612,0.5937,0.4063
2026-09-02,1.4606,0.5936,0.4064
2026-09-03,1.4649,0.5943,0.4057
2026-09-04,1.4534,0.5924,0.4076
2026-09-05,1.4765,0.5962,0.4038
2026-09-06,1.3855,0.5808,0.4192
2026-09-07,1.4361,0.5895,0.4105
2026-09-08,1.4667,0.5946,0.4054
2026-09-09,1.4576,0.5931,0.4069
2026-09-10,1.4349,0.5893,0.4107
2026-09-11,1.3730,0.5786,0.4214
2026-09-12,1.3425,0.5731,0.4269
2026-09-13,1.4266,0.5879,0.4121
2026-09-14,1.4108,0.5852,0.4148
2026-09-15,1.3261,0.5701,0.4299
2026-09-16,1.3354,0.5718,0.4282
2026-09-17,1.4343,0.5892,0.4108
2026-09-18,1.2732,0.5601,0.4399
2026-09-19,1.3952,0.5825,0.4175
2026-09-20,1.4456,0.5911,0.4089
2026-09-21,1.4845,0.5975,0.4025
2026-09-22,1.6874,0.6279,0.3721
2026-09-23,1.4462,0.5912,0.4088
2026-09-24,1.8217,0.6456,0.3544
2026-09-25,1.7964,0.6424,0.3576
