date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.6596,0.6240,0.3760
2026-08-26,1.6302,0.6198,0.3802
2026-08-27,1.6518,0.6229,0.3771
2026-08-28,1.6427,0.6216,0.3784
2026-08-29,1.6212,0.6185,0.3815
2026-08-30,1.6035,0.6159,0.3841
2026-08-31,1.5361,0.6057,0.3943
2026-09-01,1.4492,0.5917,0.4083
2026-09-02,1.4510,0.5920,0.4080
2026-09-03,1.3408,0.5728,0.4272
2026-09-04,1.3770,0.5793,0.4207
2026-09-05,1.6969,0.6292,0.3708
2026-09-06,1.6462,0.6221,0.3779
2026-09-07,1.9036,0.6556,0.3444
2026-09-08,2.0321,0.6702,0.3298
2026-09-09,1.9603,0.6622,0.3378
2026-09-10,1.7122,0.6313,0.3687
2026-09-11,1.6681,0.6252,0.3748
2026-09-12,1.6192,0.6182,0.3818
2026-09-13,1.5786,0.6122,0.3878
2026-09-14,1.4728,0.5956,0.4044
2026-09-15,1.4498,0.5918,0.4082
2026-09-16,1.4468,0.5913,0.4087
2026-09-17,1.4331,0.5890,0.4110
2026-09-18,1.4378,0.5898,0.4102
2026-09-19,1.4667,0.5946,0.4054
2026-09-20,1.4938,0.5990,0.4010
2026-09-21,1.4643,0.5942,0.4058
2026-09-22,1.5727,0.6113,0.3887
2026-09-23,1.5667,0.6104,0.3896
2026-09-24,1.5031,0.6005,0.3995
2026-09-25,1.6420,0.6215,0.3785
