date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.8300,0.7389,0.2611
2026-08-26,2.7078,0.7303,0.2697
2026-08-27,2.6996,0.7297,0.2703
2026-08-28,2.6792,0.7282,0.2718
2026-08-29,2.6337,0.7248,0.2752
2026-08-30,2.5932,0.7217,0.2783
2026-08-31,2.3875,0.7048,0.2952
2026-09-01,2.4247,0.7080,0.2920
2026-09-02,2.2971,0.6967,0.3033
2026-09-03,2.1676,0.6843,0.3157
2026-09-04,2.3025,0.6972,0.3028
2026-09-05,2.5778,0.7205,0.2795
2026-09-06,3.0766,0.7547,0.2453
2026-09-07,2.7453,0.7330,0.2670
2026-09-08,2.6193,0.7237,0.2763
2026-09-09,2.5625,0.7193,0.2807
2026-09-10,2.6284,0.7244,0.2756
2026-09-11,2.4200,0.7076,0.2924
2026-09-12,2.4364,0.7090,0.2910
2026-09-13,2.3887,0.7049,0.2951
2026-09-14,2.3201,0.6988,0.3012
2026-09-15,2.3490,0.7014,0.2986
2026-09-16,2.2248,0.6899,0.3101
2026-09-17,2.2949,0.6965,0.3035
2026-09-18,2.2776,0.6949,0.3051
2026-09-19,2.1447,0.6820,0.3180
2026-09-20,2.2352,0.6909,0.3091
2026-09-21,2.2531,0.6926,0.3074
2026-09-22,2.4329,0.7087,0.2913
2026-09-23,2.6153,0.7234,0.2766
2026-09-24,2.7793,0.7354,0.2646
2026-09-25,2.6483,0.7259,0.2741
