date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.7144,0.6316,0.3684
2026-08-26,1.7270,0.6333,0.3667
2026-08-27,1.6674,0.6251,0.3749
2026-08-28,1.8106,0.6442,0.3558
2026-08-29,1.7167,0.6319,0.3681
2026-08-30,1.8760,0.6523,0.3477
2026-08-31,1.6767,0.6264,0.3736
2026-09-01,1.4661,0.5945,0.4055
2026-09-02,1.7533,0.6368,0.3632
2026-09-03,1.8744,0.6521,0.3479
2026-09-04,1.7762,0.6398,0.3602
2026-09-05,1.6553,0.6234,0.3766
2026-09-06,1.5272,0.6043,0.3957
2026-09-07,1.5747,0.6116,0.3884
2026-09-08,1.6483,0.6224,0.3776
2026-09-09,1.6667,0.6250,0.3750
2026-09-10,1.5747,0.6116,0.3884
2026-09-11,1.1566,0.5363,0.4637
2026-09-12,1.0995,0.5237,0.4763
2026-09-13,1.0429,0.5105,0.4895
2026-09-14,1.0704,0.5170,0.4830
2026-09-15,1.1683,0.5388,0.4612
2026-09-16,1.0333,0.5082,0.4918
2026-09-17,1.1697,0.5391,0.4609
2026-09-18,1.3148,0.5680,0.4320
2026-09-19,1.5387,0.6061,0.3939
2026-09-20,1.6596,0.6240,0.3760
2026-09-21,1.8369,0.6475,0.3525
2026-09-22,1.8003,0.6429,0.3571
2026-09-23,1.9002,0.6552,0.3448
2026-09-24,1.9833,0.6648,0.3352
2026-09-25,2.0731,0.6746,0.3254
