date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.1289,0.6804,0.3196
2026-08-26,2.3212,0.6989,0.3011
2026-08-27,2.4412,0.7094,0.2906
2026-08-28,2.3887,0.7049,0.2951
2026-08-29,2.4247,0.7080,0.2920
2026-08-30,2.3887,0.7049,0.2951
2026-08-31,2.4734,0.7121,0.2879
2026-09-01,2.5945,0.7218,0.2782
2026-09-02,2.5088,0.7150,0.2850
2026-09-03,2.1201,0.6795,0.3205
2026-09-04,2.2300,0.6904,0.3096
2026-09-05,2.2268,0.6901,0.3099
2026-09-06,2.1328,0.6808,0.3192
2026-09-07,2.1980,0.6873,0.3127
2026-09-08,2.2362,0.6910,0.3090
2026-09-09,2.3591,0.7023,0.2977
2026-09-10,2.2227,0.6897,0.3103
2026-09-11,2.2927,0.6963,0.3037
2026-09-12,2.2457,0.6919,0.3081
2026-09-13,2.4270,0.7082,0.2918
2026-09-14,2.5026,0.7145,0.2855
2026-09-15,2.5051,0.7147,0.2853
2026-09-16,2.3512,0.7016,0.2984
2026-09-17,1.9525,0.6613,0.3387
2026-09-18,1.6911,0.6284,0.3716
2026-09-19,2.0451,0.6716,0.3284
2026-09-20,2.1260,0.6801,0.3199
2026-09-21,1.7617,0.6379,0.3621
2026-09-22,1.5227,0.6036,0.3964
2026-09-23,1.7181,0.6321,0.3679
2026-09-24,1.6759,0.6263,0.3737
2026-09-25,1.6596,0.6240,0.3760
2026-09-26,1.7632,0.6381,0.3619
