date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.8385,0.6477,0.3523
2026-08-26,1.8035,0.6433,0.3567
2026-08-27,1.7996,0.6428,0.3572
2026-08-28,1.7579,0.6374,0.3626
2026-08-29,1.7233,0.6328,0.3672
2026-08-30,1.6810,0.6270,0.3730
2026-08-31,1.7367,0.6346,0.3654
2026-09-01,1.5880,0.6136,0.3864
2026-09-02,1.5934,0.6144,0.3856
2026-09-03,1.6589,0.6239,0.3761
2026-09-04,1.8145,0.6447,0.3553
2026-09-05,1.5873,0.6135,0.3865
2026-09-06,1.6392,0.6211,0.3789
2026-09-07,1.5833,0.6129,0.3871
2026-09-08,1.6976,0.6293,0.3707
2026-09-09,1.6947,0.6289,0.3711
2026-09-10,1.6062,0.6163,0.3837
2026-09-11,1.5981,0.6151,0.3849
2026-09-12,1.5497,0.6078,0.3922
2026-09-13,1.6546,0.6233,0.3767
2026-09-14,1.7056,0.6304,0.3696
2026-09-15,1.6434,0.6217,0.3783
2026-09-16,1.3776,0.5794,0.4206
2026-09-17,1.1093,0.5259,0.4741
2026-09-18,1.2707,0.5596,0.4404
2026-09-19,1.5793,0.6123,0.3877
2026-09-20,1.6546,0.6233,0.3767
2026-09-21,1.7034,0.6301,0.3699
2026-09-22,1.8802,0.6528,0.3472
2026-09-23,1.8711,0.6517,0.3483
2026-09-24,1.7724,0.6393,0.3607
