date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.3213,0.5692,0.4308
2026-08-26,1.2277,0.5511,0.4489
2026-08-27,1.4027,0.5838,0.4162
2026-08-28,1.5432,0.6068,0.3932
2026-08-29,1.6028,0.6158,0.3842
2026-08-30,1.5867,0.6134,0.3866
2026-08-31,1.5674,0.6105,0.3895
2026-09-01,1.4802,0.5968,0.4032
2026-09-02,1.4456,0.5911,0.4089
2026-09-03,1.4667,0.5946,0.4054
2026-09-04,1.4402,0.5902,0.4098
2026-09-05,1.6042,0.6160,0.3840
2026-09-06,1.5323,0.6051,0.3949
2026-09-07,1.6589,0.6239,0.3761
2026-09-08,1.3964,0.5827,0.4173
2026-09-09,1.2952,0.5643,0.4357
2026-09-10,1.2051,0.5465,0.4535
2026-09-11,1.2242,0.5504,0.4496
2026-09-12,1.2207,0.5497,0.4503
2026-09-13,1.2427,0.5541,0.4459
2026-09-14,1.2051,0.5465,0.4535
2026-09-15,1.1834,0.5420,0.4580
2026-09-16,1.2411,0.5538,0.4462
2026-09-17,1.4631,0.5940,0.4060
2026-09-18,1.6178,0.6180,0.3820
2026-09-19,1.5044,0.6007,0.3993
2026-09-20,1.7933,0.6420,0.3580
2026-09-21,1.9727,0.6636,0.3364
2026-09-22,1.6788,0.6267,0.3733
2026-09-23,1.4278,0.5881,0.4119
2026-09-24,1.6110,0.6170,0.3830
