date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.3496,0.5744,0.4256
2026-08-26,1.4295,0.5884,0.4116
2026-08-27,1.3663,0.5774,0.4226
2026-08-28,1.3906,0.5817,0.4183
2026-08-29,1.3585,0.5760,0.4240
2026-08-30,1.4062,0.5844,0.4156
2026-08-31,1.3031,0.5658,0.4342
2026-09-01,1.1701,0.5392,0.4608
2026-09-02,1.2973,0.5647,0.4353
2026-09-03,1.4331,0.5890,0.4110
2026-09-04,1.3866,0.5810,0.4190
2026-09-05,1.2925,0.5638,0.4362
2026-09-06,1.5954,0.6147,0.3853
2026-09-07,1.8185,0.6452,0.3548
2026-09-08,1.9481,0.6608,0.3392
2026-09-09,1.9630,0.6625,0.3375
2026-09-10,1.8209,0.6455,0.3545
2026-09-11,1.6137,0.6174,0.3826
2026-09-12,1.3343,0.5716,0.4284
2026-09-13,1.2841,0.5622,0.4378
2026-09-14,1.4172,0.5863,0.4137
2026-09-15,1.5582,0.6091,0.3909
2026-09-16,1.4278,0.5881,0.4119
2026-09-17,1.2904,0.5634,0.4366
2026-09-18,1.6553,0.6234,0.3766
2026-09-19,1.9815,0.6646,0.3354
2026-09-20,2.0665,0.6739,0.3261
2026-09-21,2.1319,0.6807,0.3193
2026-09-22,2.2648,0.6937,0.3063
2026-09-23,2.2895,0.6960,0.3040
2026-09-24,2.2394,0.6913,0.3087
2026-09-25,2.2862,0.6957,0.3043
