date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.3364,0.5720,0.4280
2026-08-26,1.3148,0.5680,0.4320
2026-08-27,1.3026,0.5657,0.4343
2026-08-28,1.3261,0.5701,0.4299
2026-08-29,1.3057,0.5663,0.4337
2026-08-30,1.3546,0.5753,0.4247
2026-08-31,1.3403,0.5727,0.4273
2026-09-01,1.1915,0.5437,0.4563
2026-09-02,1.2331,0.5522,0.4478
2026-09-03,1.3068,0.5665,0.4335
2026-09-04,1.3652,0.5772,0.4228
2026-09-05,1.1617,0.5374,0.4626
2026-09-06,1.2262,0.5508,0.4492
2026-09-07,1.4207,0.5869,0.4131
2026-09-08,1.4504,0.5919,0.4081
2026-09-09,1.4637,0.5941,0.4059
2026-09-10,1.3364,0.5720,0.4280
2026-09-11,1.2936,0.5640,0.4360
2026-09-12,1.3132,0.5677,0.4323
2026-09-13,1.4851,0.5976,0.4024
2026-09-14,1.4637,0.5941,0.4059
2026-09-15,1.4349,0.5893,0.4107
2026-09-16,1.3708,0.5782,0.4218
2026-09-17,1.2650,0.5585,0.4415
2026-09-18,1.3079,0.5667,0.4333
2026-09-19,1.3613,0.5765,0.4235
2026-09-20,1.4231,0.5873,0.4127
2026-09-21,1.4331,0.5890,0.4110
2026-09-22,1.4190,0.5866,0.4134
2026-09-23,1.4444,0.5909,0.4091
2026-09-24,1.4777,0.5964,0.4036
