date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.4106,0.7068,0.2932
2026-08-26,2.4423,0.7095,0.2905
2026-08-27,2.3829,0.7044,0.2956
2026-08-28,2.2468,0.6920,0.3080
2026-08-29,2.5907,0.7215,0.2785
2026-08-30,2.5753,0.7203,0.2797
2026-08-31,2.6088,0.7229,0.2771
2026-09-01,2.2971,0.6967,0.3033
2026-09-02,2.7286,0.7318,0.2682
2026-09-03,2.7523,0.7335,0.2665
2026-09-04,2.2321,0.6906,0.3094
2026-09-05,2.5868,0.7212,0.2788
2026-09-06,2.6010,0.7223,0.2777
2026-09-07,2.2510,0.6924,0.3076
2026-09-08,2.2873,0.6958,0.3042
2026-09-09,2.3102,0.6979,0.3021
2026-09-10,2.8066,0.7373,0.2627
2026-09-11,2.7355,0.7323,0.2677
2026-09-12,2.4855,0.7131,0.2869
2026-09-13,2.7779,0.7353,0.2647
2026-09-14,2.9825,0.7489,0.2511
2026-09-15,2.5638,0.7194,0.2806
2026-09-16,3.2608,0.7653,0.2347
2026-09-17,3.2034,0.7621,0.2379
2026-09-18,2.9216,0.7450,0.2550
2026-09-19,2.1328,0.6808,0.3192
2026-09-20,2.1939,0.6869,0.3131
2026-09-21,2.2279,0.6902,0.3098
2026-09-22,2.3300,0.6997,0.3003
2026-09-23,2.4095,0.7067,0.2933
2026-09-24,2.7779,0.7353,0.2647
2026-09-25,2.6955,0.7294,0.2706
2026-09-26,2.7051,0.7301,0.2699
