date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.4366,0.5896,0.4104
2026-08-26,1.5681,0.6106,0.3894
2026-08-27,1.6525,0.6230,0.3770
2026-08-28,1.5940,0.6145,0.3855
2026-08-29,1.5543,0.6085,0.3915
2026-08-30,1.5661,0.6103,0.3897
2026-08-31,1.6674,0.6251,0.3749
2026-09-01,1.6774,0.6265,0.3735
2026-09-02,1.6824,0.6272,0.3728
2026-09-03,1.4307,0.5886,0.4114
2026-09-04,1.3855,0.5808,0.4192
2026-09-05,1.4190,0.5866,0.4134
2026-09-06,1.4498,0.5918,0.4082
2026-09-07,1.4504,0.5919,0.4081
2026-09-08,1.3502,0.5745,0.4255
2026-09-09,1.3452,0.5736,0.4264
2026-09-10,1.2841,0.5622,0.4378
2026-09-11,1.1327,0.5311,0.4689
2026-09-12,1.2007,0.5456,0.4544
2026-09-13,1.5641,0.6100,0.3900
2026-09-14,0.7768,0.4372,0.5628
2026-09-15,0.7806,0.4384,0.5616
2026-09-16,1.2036,0.5462,0.4538
2026-09-17,1.1734,0.5399,0.4601
2026-09-18,1.0305,0.5075,0.4925
2026-09-19,0.8939,0.4720,0.5280
2026-09-20,1.0218,0.5054,0.4946
2026-09-21,1.0202,0.5050,0.4950
2026-09-22,0.9755,0.4938,0.5062
2026-09-23,0.8450,0.4580,0.5420
2026-09-24,0.8491,0.4592,0.5408
2026-09-25,0.9339,0.4829,0.5171
2026-09-26,0.7724,0.4358,0.5642
