date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.3793,0.5797,0.4203
2026-08-26,1.5063,0.6010,0.3990
2026-08-27,1.5075,0.6012,0.3988
2026-08-28,1.6518,0.6229,0.3771
2026-08-29,1.3952,0.5825,0.4175
2026-08-30,1.3770,0.5793,0.4207
2026-08-31,1.2894,0.5632,0.4368
2026-09-01,1.2447,0.5545,0.4455
2026-09-02,1.2477,0.5551,0.4449
2026-09-03,1.2427,0.5541,0.4459
2026-09-04,1.3702,0.5781,0.4219
2026-09-05,1.3680,0.5777,0.4223
2026-09-06,1.5661,0.6103,0.3897
2026-09-07,1.7495,0.6363,0.3637
2026-09-08,1.9516,0.6612,0.3388
2026-09-09,1.8498,0.6491,0.3509
2026-09-10,1.6364,0.6207,0.3793
2026-09-11,1.3469,0.5739,0.4261
2026-09-12,1.4166,0.5862,0.4138
2026-09-13,1.3714,0.5783,0.4217
2026-09-14,1.3663,0.5774,0.4226
2026-09-15,1.3964,0.5827,0.4173
2026-09-16,1.2568,0.5569,0.4431
2026-09-17,0.8622,0.4630,0.5370
2026-09-18,1.0636,0.5154,0.4846
2026-09-19,2.2051,0.6880,0.3120
2026-09-20,2.4674,0.7116,0.2884
2026-09-21,2.4317,0.7086,0.2914
2026-09-22,2.4831,0.7129,0.2871
2026-09-23,1.9656,0.6628,0.3372
2026-09-24,1.7701,0.6390,0.3610
2026-09-25,1.7855,0.6410,0.3590
