date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.9797,0.6644,0.3356
2026-08-26,2.0694,0.6742,0.3258
2026-08-27,2.0618,0.6734,0.3266
2026-08-28,2.0826,0.6756,0.3244
2026-08-29,2.1736,0.6849,0.3151
2026-08-30,2.2185,0.6893,0.3107
2026-08-31,2.1837,0.6859,0.3141
2026-09-01,1.9197,0.6575,0.3425
2026-09-02,1.8345,0.6472,0.3528
2026-09-03,1.9231,0.6579,0.3421
2026-09-04,1.9265,0.6583,0.3417
2026-09-05,2.1260,0.6801,0.3199
2026-09-06,2.0312,0.6701,0.3299
2026-09-07,1.9499,0.6610,0.3390
2026-09-08,1.9586,0.6620,0.3380
2026-09-09,1.5562,0.6088,0.3912
2026-09-10,1.8885,0.6538,0.3462
2026-09-11,1.7632,0.6381,0.3619
2026-09-12,1.6638,0.6246,0.3754
2026-09-13,1.8760,0.6523,0.3477
2026-09-14,2.0386,0.6709,0.3291
2026-09-15,1.6192,0.6182,0.3818
2026-09-16,1.4795,0.5967,0.4033
2026-09-17,1.4845,0.5975,0.4025
2026-09-18,1.4096,0.5850,0.4150
2026-09-19,1.3652,0.5772,0.4228
2026-09-20,1.5336,0.6053,0.3947
2026-09-21,1.2941,0.5641,0.4359
2026-09-22,1.1973,0.5449,0.4551
2026-09-23,1.3186,0.5687,0.4313
2026-09-24,1.2852,0.5624,0.4376
