date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.4278,0.5881,0.4119
2026-08-26,1.6001,0.6154,0.3846
2026-08-27,1.4576,0.5931,0.4069
2026-08-28,1.3759,0.5791,0.4209
2026-08-29,1.2287,0.5513,0.4487
2026-08-30,1.0859,0.5206,0.4794
2026-08-31,1.0777,0.5187,0.4813
2026-09-01,1.1725,0.5397,0.4603
2026-09-02,1.3321,0.5712,0.4288
2026-09-03,1.0475,0.5116,0.4884
2026-09-04,1.2212,0.5498,0.4502
2026-09-05,1.3781,0.5795,0.4205
2026-09-06,1.5164,0.6026,0.3974
2026-09-07,1.5478,0.6075,0.3925
2026-09-08,1.5846,0.6131,0.3869
2026-09-09,1.5974,0.6150,0.3850
2026-09-10,1.4851,0.5976,0.4024
2026-09-11,1.4661,0.5945,0.4055
2026-09-12,1.4021,0.5837,0.4163
2026-09-13,1.5760,0.6118,0.3882
2026-09-14,1.6055,0.6162,0.3838
2026-09-15,1.7226,0.6327,0.3673
2026-09-16,1.6233,0.6188,0.3812
2026-09-17,1.5934,0.6144,0.3856
2026-09-18,1.5806,0.6125,0.3875
2026-09-19,1.5063,0.6010,0.3990
2026-09-20,1.7174,0.6320,0.3680
2026-09-21,1.6490,0.6225,0.3775
2026-09-22,1.5793,0.6123,0.3877
2026-09-23,1.7847,0.6409,0.3591
2026-09-24,1.6219,0.6186,0.3814
2026-09-25,1.6903,0.6283,0.3717
2026-09-26,1.7100,0.6310,0.3690
