date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.2129,0.5481,0.4519
2026-08-26,1.4722,0.5955,0.4045
2026-08-27,1.5478,0.6075,0.3925
2026-08-28,1.6385,0.6210,0.3790
2026-08-29,1.8385,0.6477,0.3523
2026-08-30,1.7579,0.6374,0.3626
2026-08-31,1.7071,0.6306,0.3694
2026-09-01,1.6110,0.6170,0.3830
2026-09-02,1.7609,0.6378,0.3622
2026-09-03,1.7732,0.6394,0.3606
2026-09-04,1.4839,0.5974,0.4026
2026-09-05,1.5452,0.6071,0.3929
2026-09-06,1.4643,0.5942,0.4058
2026-09-07,1.6745,0.6261,0.3739
2026-09-08,1.3315,0.5711,0.4289
2026-09-09,1.0969,0.5231,0.4769
2026-09-10,1.0202,0.5050,0.4950
2026-09-11,1.3635,0.5769,0.4231
2026-09-12,1.3844,0.5806,0.4194
2026-09-13,1.5151,0.6024,0.3976
2026-09-14,1.6185,0.6181,0.3819
2026-09-15,1.1327,0.5311,0.4689
2026-09-16,1.2743,0.5603,0.4397
2026-09-17,1.1186,0.5280,0.4720
2026-09-18,0.9168,0.4783,0.5217
2026-09-19,1.1093,0.5259,0.4741
2026-09-20,1.2774,0.5609,0.4391
2026-09-21,0.8824,0.4688,0.5313
2026-09-22,1.0864,0.5207,0.4793
2026-09-23,0.8762,0.4670,0.5330
2026-09-24,1.2080,0.5471,0.4529
