date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.6940,0.6288,0.3712
2026-08-26,1.3901,0.5816,0.4184
2026-08-27,1.3827,0.5803,0.4197
2026-08-28,1.2894,0.5632,0.4368
2026-08-29,1.1687,0.5389,0.4611
2026-08-30,1.1882,0.5430,0.4570
2026-08-31,1.1668,0.5385,0.4615
2026-09-01,1.1445,0.5337,0.4663
2026-09-02,1.2904,0.5634,0.4366
2026-09-03,1.2727,0.5600,0.4400
2026-09-04,1.3958,0.5826,0.4174
2026-09-05,1.2302,0.5516,0.4484
2026-09-06,1.3202,0.5690,0.4310
2026-09-07,1.8361,0.6474,0.3526
2026-09-08,1.7241,0.6329,0.3671
2026-09-09,1.4637,0.5941,0.4059
2026-09-10,1.3052,0.5662,0.4338
2026-09-11,1.2507,0.5557,0.4443
2026-09-12,1.2272,0.5510,0.4490
2026-09-13,1.1815,0.5416,0.4584
2026-09-14,1.2188,0.5493,0.4507
2026-09-15,1.1697,0.5391,0.4609
2026-09-16,1.6110,0.6170,0.3830
2026-09-17,1.0288,0.5071,0.4929
2026-09-18,1.1505,0.5350,0.4650
2026-09-19,1.9895,0.6655,0.3345
2026-09-20,1.9931,0.6659,0.3341
2026-09-21,2.3887,0.7049,0.2951
2026-09-22,1.7382,0.6348,0.3652
2026-09-23,1.9727,0.6636,0.3364
2026-09-24,2.1192,0.6794,0.3206
2026-09-25,1.6212,0.6185,0.3815
2026-09-26,2.2658,0.6938,0.3062
