date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.0257,0.6695,0.3305
2026-08-26,2.0931,0.6767,0.3233
2026-08-27,2.1696,0.6845,0.3155
2026-08-28,1.9455,0.6605,0.3395
2026-08-29,1.9053,0.6558,0.3442
2026-08-30,1.8670,0.6512,0.3488
2026-08-31,1.8662,0.6511,0.3489
2026-09-01,1.8233,0.6458,0.3542
2026-09-02,1.7980,0.6426,0.3574
2026-09-03,1.8918,0.6542,0.3458
2026-09-04,1.8935,0.6544,0.3456
2026-09-05,1.8877,0.6537,0.3463
2026-09-06,1.8645,0.6509,0.3491
2026-09-07,1.7801,0.6403,0.3597
2026-09-08,1.7263,0.6332,0.3668
2026-09-09,1.5582,0.6091,0.3909
2026-09-10,1.6717,0.6257,0.3743
2026-09-11,1.7034,0.6301,0.3699
2026-09-12,1.7609,0.6378,0.3622
2026-09-13,1.7988,0.6427,0.3573
2026-09-14,1.9369,0.6595,0.3405
2026-09-15,1.9394,0.6598,0.3402
2026-09-16,1.9797,0.6644,0.3356
2026-09-17,1.8043,0.6434,0.3566
2026-09-18,1.9104,0.6564,0.3436
2026-09-19,1.6504,0.6227,0.3773
2026-09-20,1.6144,0.6175,0.3825
2026-09-21,1.8902,0.6540,0.3460
2026-09-22,1.9274,0.6584,0.3416
2026-09-23,2.1221,0.6797,0.3203
2026-09-24,2.3102,0.6979,0.3021
2026-09-25,2.5002,0.7143,0.2857
2026-09-26,2.8941,0.7432,0.2568
