date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.6518,0.6229,0.3771
2026-08-26,1.6399,0.6212,0.3788
2026-08-27,1.4869,0.5979,0.4021
2026-08-28,1.4808,0.5969,0.4031
2026-08-29,1.3702,0.5781,0.4219
2026-08-30,1.3026,0.5657,0.4343
2026-08-31,1.2212,0.5498,0.4502
2026-09-01,1.0585,0.5142,0.4858
2026-09-02,1.3657,0.5773,0.4227
2026-09-03,1.5961,0.6148,0.3852
2026-09-04,1.7941,0.6421,0.3579
2026-09-05,1.3463,0.5738,0.4262
2026-09-06,1.4038,0.5840,0.4160
2026-09-07,1.8760,0.6523,0.3477
2026-09-08,1.8066,0.6437,0.3563
2026-09-09,1.7078,0.6307,0.3693
2026-09-10,1.3430,0.5732,0.4268
2026-09-11,1.3557,0.5755,0.4245
2026-09-12,1.1645,0.5380,0.4620
2026-09-13,1.0072,0.5018,0.4982
2026-09-14,0.9869,0.4967,0.5033
2026-09-15,1.0214,0.5053,0.4947
2026-09-16,0.9268,0.4810,0.5190
2026-09-17,0.8983,0.4732,0.5268
2026-09-18,0.9146,0.4777,0.5223
2026-09-19,1.1227,0.5289,0.4711
2026-09-20,1.3381,0.5723,0.4277
2026-09-21,1.6738,0.6260,0.3740
2026-09-22,1.5543,0.6085,0.3915
2026-09-23,1.8852,0.6534,0.3466
2026-09-24,2.1626,0.6838,0.3162
