date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.2989,0.5650,0.4350
2026-08-26,1.4284,0.5882,0.4118
2026-08-27,1.2168,0.5489,0.4511
2026-08-28,1.1739,0.5400,0.4600
2026-08-29,1.0121,0.5030,0.4970
2026-08-30,0.8737,0.4663,0.5337
2026-08-31,0.9596,0.4897,0.5103
2026-09-01,0.7621,0.4325,0.5675
2026-09-02,0.8440,0.4577,0.5423
2026-09-03,0.7565,0.4307,0.5693
2026-09-04,0.8474,0.4587,0.5413
2026-09-05,0.7813,0.4386,0.5614
2026-09-06,0.8255,0.4522,0.5478
2026-09-07,0.9666,0.4915,0.5085
2026-09-08,1.4033,0.5839,0.4161
2026-09-09,1.6110,0.6170,0.3830
2026-09-10,1.5465,0.6073,0.3927
2026-09-11,1.5608,0.6095,0.3905
2026-09-12,1.6525,0.6230,0.3770
2026-09-13,1.6476,0.6223,0.3777
2026-09-14,1.9095,0.6563,0.3437
2026-09-15,2.0572,0.6729,0.3271
2026-09-16,1.2341,0.5524,0.4476
2026-09-17,0.9406,0.4847,0.5153
2026-09-18,0.9190,0.4789,0.5211
2026-09-19,1.1160,0.5274,0.4726
2026-09-20,2.1566,0.6832,0.3168
2026-09-21,1.7793,0.6402,0.3598
2026-09-22,1.5031,0.6005,0.3995
2026-09-23,1.3552,0.5754,0.4246
2026-09-24,1.5484,0.6076,0.3924
