date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.4845,0.5975,0.4025
2026-08-26,1.4372,0.5897,0.4103
2026-08-27,1.3386,0.5724,0.4276
2026-08-28,1.4096,0.5850,0.4150
2026-08-29,1.2681,0.5591,0.4409
2026-08-30,1.2936,0.5640,0.4360
2026-08-31,1.2356,0.5527,0.4473
2026-09-01,1.2143,0.5484,0.4516
2026-09-02,1.2931,0.5639,0.4361
2026-09-03,1.3337,0.5715,0.4285
2026-09-04,1.5582,0.6091,0.3909
2026-09-05,1.4108,0.5852,0.4148
2026-09-06,1.4777,0.5964,0.4036
2026-09-07,1.5934,0.6144,0.3856
2026-09-08,1.6752,0.6262,0.3738
2026-09-09,1.8090,0.6440,0.3560
2026-09-10,1.9002,0.6552,0.3448
2026-09-11,1.7878,0.6413,0.3587
2026-09-12,1.6774,0.6265,0.3735
2026-09-13,1.5088,0.6014,0.3986
2026-09-14,1.4366,0.5896,0.4104
2026-09-15,1.3267,0.5702,0.4298
2026-09-16,1.1973,0.5449,0.4551
2026-09-17,1.1687,0.5389,0.4611
2026-09-18,1.1867,0.5427,0.4573
2026-09-19,1.8818,0.6530,0.3470
2026-09-20,1.9994,0.6666,0.3334
2026-09-21,2.0960,0.6770,0.3230
2026-09-22,2.3738,0.7036,0.2964
2026-09-23,2.0221,0.6691,0.3309
2026-09-24,2.0544,0.6726,0.3274
2026-09-25,1.7624,0.6380,0.3620
2026-09-26,2.1201,0.6795,0.3205
