date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.7949,0.6422,0.3578
2026-08-26,1.7809,0.6404,0.3596
2026-08-27,1.7617,0.6379,0.3621
2026-08-28,1.7442,0.6356,0.3644
2026-08-29,1.4820,0.5971,0.4029
2026-08-30,1.5432,0.6068,0.3932
2026-08-31,1.6767,0.6264,0.3736
2026-09-01,1.6116,0.6171,0.3829
2026-09-02,1.5654,0.6102,0.3898
2026-09-03,1.6427,0.6216,0.3784
2026-09-04,1.6631,0.6245,0.3755
2026-09-05,1.6337,0.6203,0.3797
2026-09-06,1.8337,0.6471,0.3529
2026-09-07,1.7189,0.6322,0.3678
2026-09-08,1.5846,0.6131,0.3869
2026-09-09,1.4643,0.5942,0.4058
2026-09-10,1.4558,0.5928,0.4072
2026-09-11,1.5297,0.6047,0.3953
2026-09-12,1.5621,0.6097,0.3903
2026-09-13,1.5961,0.6148,0.3852
2026-09-14,1.6062,0.6163,0.3837
2026-09-15,1.5195,0.6031,0.3969
2026-09-16,1.5934,0.6144,0.3856
2026-09-17,1.4746,0.5959,0.4041
2026-09-18,1.6330,0.6202,0.3798
2026-09-19,1.4963,0.5994,0.4006
2026-09-20,1.4950,0.5992,0.4008
2026-09-21,1.5044,0.6007,0.3993
2026-09-22,1.4994,0.5999,0.4001
2026-09-23,1.2774,0.5609,0.4391
2026-09-24,1.3929,0.5821,0.4179
2026-09-25,1.3154,0.5681,0.4319
2026-09-26,1.3793,0.5797,0.4203
