date_utc,long_short_ratio,long_account,short_account
2026-08-25,0.8748,0.4666,0.5334
2026-08-26,0.8975,0.4730,0.5270
2026-08-27,0.8699,0.4652,0.5348
2026-08-28,0.8322,0.4542,0.5458
2026-08-29,0.8077,0.4468,0.5532
2026-08-30,0.8129,0.4484,0.5516
2026-08-31,0.8539,0.4606,0.5394
2026-09-01,0.7931,0.4423,0.5577
2026-09-02,0.8093,0.4473,0.5527
2026-09-03,0.8457,0.4582,0.5418
2026-09-04,0.7229,0.4196,0.5804
2026-09-05,0.6600,0.3976,0.6024
2026-09-06,0.6250,0.3846,0.6154
2026-09-07,0.7908,0.4416,0.5584
2026-09-08,0.6181,0.3820,0.6180
2026-09-09,0.6218,0.3834,0.6166
2026-09-10,0.4821,0.3253,0.6747
2026-09-11,0.4512,0.3109,0.6891
2026-09-12,0.5047,0.3354,0.6646
2026-09-13,0.6108,0.3792,0.6208
2026-09-14,0.7212,0.4190,0.5810
2026-09-15,0.6975,0.4109,0.5891
2026-09-16,0.6938,0.4096,0.5904
2026-09-17,0.5800,0.3671,0.6329
2026-09-18,0.5335,0.3479,0.6521
2026-09-19,0.5825,0.3681,0.6319
2026-09-20,0.7603,0.4319,0.5681
2026-09-21,0.6909,0.4086,0.5914
2026-09-22,0.8430,0.4574,0.5426
2026-09-23,0.7915,0.4418,0.5582
2026-09-24,0.9759,0.4939,0.5061
2026-09-25,1.2257,0.5507,0.4493
