date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.5013,0.6002,0.3998
2026-08-26,1.3952,0.5825,0.4175
2026-08-27,1.4108,0.5852,0.4148
2026-08-28,1.2889,0.5631,0.4369
2026-08-29,1.1829,0.5419,0.4581
2026-08-30,1.2432,0.5542,0.4458
2026-08-31,1.2124,0.5480,0.4520
2026-09-01,1.2936,0.5640,0.4360
2026-09-02,1.3613,0.5765,0.4235
2026-09-03,1.1896,0.5433,0.4567
2026-09-04,1.3105,0.5672,0.4328
2026-09-05,1.3804,0.5799,0.4201
2026-09-06,1.4643,0.5942,0.4058
2026-09-07,1.5195,0.6031,0.3969
2026-09-08,1.6476,0.6223,0.3777
2026-09-09,1.5860,0.6133,0.3867
2026-09-10,1.5641,0.6100,0.3900
2026-09-11,1.5145,0.6023,0.3977
2026-09-12,1.4771,0.5963,0.4037
2026-09-13,1.2056,0.5466,0.4534
2026-09-14,1.1191,0.5281,0.4719
2026-09-15,1.0442,0.5108,0.4892
2026-09-16,1.0978,0.5233,0.4767
2026-09-17,0.9996,0.4999,0.5001
2026-09-18,0.9395,0.4844,0.5156
2026-09-19,0.9928,0.4982,0.5018
2026-09-20,1.0296,0.5073,0.4927
2026-09-21,1.0521,0.5127,0.4873
2026-09-22,1.1575,0.5365,0.4635
2026-09-23,1.0851,0.5204,0.4796
2026-09-24,1.0982,0.5234,0.4766
2026-09-25,1.0730,0.5176,0.4824
