date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.4184,0.5865,0.4135
2026-08-26,1.4882,0.5981,0.4019
2026-08-27,1.3496,0.5744,0.4256
2026-08-28,1.3708,0.5782,0.4218
2026-08-29,1.3535,0.5751,0.4249
2026-08-30,1.5608,0.6095,0.3905
2026-08-31,1.4582,0.5932,0.4068
2026-09-01,1.4195,0.5867,0.4133
2026-09-02,1.4408,0.5903,0.4097
2026-09-03,1.5407,0.6064,0.3936
2026-09-04,1.5413,0.6065,0.3935
2026-09-05,1.7049,0.6303,0.3697
2026-09-06,1.6759,0.6263,0.3737
2026-09-07,1.5747,0.6116,0.3884
2026-09-08,1.3946,0.5824,0.4176
2026-09-09,1.3815,0.5801,0.4199
2026-09-10,1.5202,0.6032,0.3968
2026-09-11,1.2691,0.5593,0.4407
2026-09-12,1.0475,0.5116,0.4884
2026-09-13,0.8292,0.4533,0.5467
2026-09-14,0.7879,0.4407,0.5593
2026-09-15,0.7513,0.4290,0.5710
2026-09-16,0.7349,0.4236,0.5764
2026-09-17,1.2272,0.5510,0.4490
2026-09-18,1.5536,0.6084,0.3916
2026-09-19,1.4195,0.5867,0.4133
2026-09-20,1.0517,0.5126,0.4874
2026-09-21,1.0665,0.5161,0.4839
2026-09-22,0.6734,0.4024,0.5976
2026-09-23,0.8322,0.4542,0.5458
2026-09-24,0.7443,0.4267,0.5733
