date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.6179,0.7236,0.2764
2026-08-26,2.3807,0.7042,0.2958
2026-08-27,2.5323,0.7169,0.2831
2026-08-28,2.4722,0.7120,0.2880
2026-08-29,2.4771,0.7124,0.2876
2026-08-30,2.6088,0.7229,0.2771
2026-08-31,2.4447,0.7097,0.2903
2026-09-01,2.3311,0.6998,0.3002
2026-09-02,2.5474,0.7181,0.2819
2026-09-03,2.3841,0.7045,0.2955
2026-09-04,2.1397,0.6815,0.3185
2026-09-05,2.4483,0.7100,0.2900
2026-09-06,2.4495,0.7101,0.2899
2026-09-07,2.4626,0.7112,0.2888
2026-09-08,2.3289,0.6996,0.3004
2026-09-09,2.2949,0.6965,0.3035
2026-09-10,2.4305,0.7085,0.2915
2026-09-11,2.5051,0.7147,0.2853
2026-09-12,2.4247,0.7080,0.2920
2026-09-13,2.4014,0.7060,0.2940
2026-09-14,2.4329,0.7087,0.2913
2026-09-15,2.1536,0.6829,0.3171
2026-09-16,2.5920,0.7216,0.2784
2026-09-17,2.5174,0.7157,0.2843
2026-09-18,2.5984,0.7221,0.2779
2026-09-19,2.3278,0.6995,0.3005
2026-09-20,2.2489,0.6922,0.3078
2026-09-21,2.2154,0.6890,0.3110
2026-09-22,2.2404,0.6914,0.3086
2026-09-23,2.2830,0.6954,0.3046
2026-09-24,2.3003,0.6970,0.3030
2026-09-25,2.5063,0.7148,0.2852
