date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.9061,0.6559,0.3441
2026-08-26,1.8209,0.6455,0.3545
2026-08-27,1.8035,0.6433,0.3567
2026-08-28,1.7747,0.6396,0.3604
2026-08-29,1.6767,0.6264,0.3736
2026-08-30,1.5820,0.6127,0.3873
2026-08-31,1.6490,0.6225,0.3775
2026-09-01,1.6164,0.6178,0.3822
2026-09-02,1.6667,0.6250,0.3750
2026-09-03,1.9718,0.6635,0.3365
2026-09-04,2.0066,0.6674,0.3326
2026-09-05,2.0788,0.6752,0.3248
2026-09-06,2.0093,0.6677,0.3323
2026-09-07,2.0998,0.6774,0.3226
2026-09-08,2.0694,0.6742,0.3258
2026-09-09,2.1289,0.6804,0.3196
2026-09-10,2.1358,0.6811,0.3189
2026-09-11,2.0600,0.6732,0.3268
2026-09-12,2.1368,0.6812,0.3188
2026-09-13,2.0193,0.6688,0.3312
2026-09-14,2.1666,0.6842,0.3158
2026-09-15,2.1417,0.6817,0.3183
2026-09-16,1.4492,0.5917,0.4083
2026-09-17,1.3229,0.5695,0.4305
2026-09-18,1.3585,0.5760,0.4240
2026-09-19,2.0349,0.6705,0.3295
2026-09-20,2.1506,0.6826,0.3174
2026-09-21,2.0248,0.6694,0.3306
2026-09-22,2.0506,0.6722,0.3278
2026-09-23,2.0665,0.6739,0.3261
2026-09-24,2.0148,0.6683,0.3317
