date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.5893,0.6138,0.3862
2026-08-26,1.6427,0.6216,0.3784
2026-08-27,1.6853,0.6276,0.3724
2026-08-28,1.6961,0.6291,0.3709
2026-08-29,1.4570,0.5930,0.4070
2026-08-30,1.4643,0.5942,0.4058
2026-08-31,1.5465,0.6073,0.3927
2026-09-01,1.5767,0.6119,0.3881
2026-09-02,1.3714,0.5783,0.4217
2026-09-03,1.2548,0.5565,0.4435
2026-09-04,1.4691,0.5950,0.4050
2026-09-05,1.6448,0.6219,0.3781
2026-09-06,1.9709,0.6634,0.3366
2026-09-07,1.9869,0.6652,0.3348
2026-09-08,2.0012,0.6668,0.3332
2026-09-09,1.7360,0.6345,0.3655
2026-09-10,1.7886,0.6414,0.3586
2026-09-11,0.9301,0.4819,0.5181
2026-09-12,0.7999,0.4444,0.5556
2026-09-13,0.8355,0.4552,0.5448
2026-09-14,0.7979,0.4438,0.5562
2026-09-15,0.9179,0.4786,0.5214
2026-09-16,1.0387,0.5095,0.4905
2026-09-17,1.0222,0.5055,0.4945
2026-09-18,1.0416,0.5102,0.4898
2026-09-19,1.0272,0.5067,0.4933
2026-09-20,1.0657,0.5159,0.4841
2026-09-21,1.0864,0.5207,0.4793
2026-09-22,1.3425,0.5731,0.4269
2026-09-23,1.4956,0.5993,0.4007
2026-09-24,1.5278,0.6044,0.3956
2026-09-25,1.5189,0.6030,0.3970
