date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.6028,0.6158,0.3842
2026-08-26,1.4612,0.5937,0.4063
2026-08-27,1.4857,0.5977,0.4023
2026-08-28,1.3964,0.5827,0.4173
2026-08-29,1.3332,0.5714,0.4286
2026-08-30,1.3787,0.5796,0.4204
2026-08-31,1.4408,0.5903,0.4097
2026-09-01,1.3906,0.5817,0.4183
2026-09-02,1.4594,0.5934,0.4066
2026-09-03,1.4102,0.5851,0.4149
2026-09-04,1.3798,0.5798,0.4202
2026-09-05,1.2727,0.5600,0.4400
2026-09-06,1.1782,0.5409,0.4591
2026-09-07,1.2163,0.5488,0.4512
2026-09-08,1.1142,0.5270,0.4730
2026-09-09,0.9264,0.4809,0.5191
2026-09-10,0.8653,0.4639,0.5361
2026-09-11,0.8871,0.4701,0.5299
2026-09-12,0.9402,0.4846,0.5154
2026-09-13,1.0700,0.5169,0.4831
2026-09-14,1.1409,0.5329,0.4671
2026-09-15,1.2193,0.5494,0.4506
2026-09-16,1.2452,0.5546,0.4454
2026-09-17,0.8349,0.4550,0.5450
2026-09-18,1.0479,0.5117,0.4883
2026-09-19,1.3419,0.5730,0.4270
2026-09-20,1.4166,0.5862,0.4138
2026-09-21,1.2401,0.5536,0.4464
2026-09-22,1.5419,0.6066,0.3934
2026-09-23,1.4396,0.5901,0.4099
2026-09-24,1.2124,0.5480,0.4520
2026-09-25,1.1973,0.5449,0.4551
