date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.7640,0.6382,0.3618
2026-08-26,1.7027,0.6300,0.3700
2026-08-27,1.5478,0.6075,0.3925
2026-08-28,1.5471,0.6074,0.3926
2026-08-29,1.4728,0.5956,0.4044
2026-08-30,1.5310,0.6049,0.3951
2026-08-31,1.5100,0.6016,0.3984
2026-09-01,1.4426,0.5906,0.4094
2026-09-02,1.3906,0.5817,0.4183
2026-09-03,1.3964,0.5827,0.4173
2026-09-04,1.1589,0.5368,0.4632
2026-09-05,1.2272,0.5510,0.4490
2026-09-06,1.0408,0.5100,0.4900
2026-09-07,0.9543,0.4883,0.5117
2026-09-08,0.9335,0.4828,0.5172
2026-09-09,1.1349,0.5316,0.4684
2026-09-10,1.4219,0.5871,0.4129
2026-09-11,1.5793,0.6123,0.3877
2026-09-12,0.8038,0.4456,0.5544
2026-09-13,0.6628,0.3986,0.6014
2026-09-14,0.5770,0.3659,0.6341
2026-09-15,0.6152,0.3809,0.6191
2026-09-16,0.6653,0.3995,0.6005
2026-09-17,0.6898,0.4082,0.5918
2026-09-18,0.6872,0.4073,0.5927
2026-09-19,0.7077,0.4144,0.5856
2026-09-20,0.7185,0.4181,0.5819
2026-09-21,0.7671,0.4341,0.5659
2026-09-22,0.8205,0.4507,0.5493
2026-09-23,0.9316,0.4823,0.5177
2026-09-24,0.9837,0.4959,0.5041
2026-09-25,0.8801,0.4681,0.5319
2026-09-26,0.9900,0.4975,0.5025
