open_time_ms,open,high,low,close,volume,quote_volume
1747094400000,2.110000,2.248000,2.060000,2.112000,2893436.6,6150649.1794000
1747180800000,2.112000,2.120000,2.044000,2.055000,2773976.7,5786750.6157000
1747267200000,2.055000,2.067000,2.040000,2.059000,1812607.3,3721012.1078000
1747353600000,2.058000,2.082000,1.888000,2.060000,2805999.6,5727574.1875000
1747440000000,2.059000,2.088000,2.037000,2.044000,1895956.4,3909251.7382000
1747526400000,2.044000,2.080000,2.039000,2.064000,1231978.1,2543596.7880000
1747612800000,2.063000,2.073000,2.040000,2.051000,1138853.4,2339648.7909000
1747699200000,2.052000,2.064000,2.043000,2.057000,1156470.7,2374275.4874000
1747785600000,2.057000,2.065000,2.041000,2.049000,1240267.1,2548834.7404000
1747872000000,2.049000,2.061000,2.035000,2.050000,1730759.1,3544746.7740000
1747958400000,2.050000,2.050000,2.013000,2.025000,1386527.1,2819183.6294000
1748044800000,2.024000,2.054000,2.021000,2.047000,1630091.0,3322657.5827000
1748131200000,2.046000,2.048000,2.028000,2.041000,1014837.0,2066748.0218000
1748217600000,2.042000,2.045000,2.031000,2.042000,848785.7,1729770.6880000
1748304000000,2.042000,2.042000,2.029000,2.033000,534328.3,1087468.0871000
1748390400000,2.032000,2.039000,2.014000,2.023000,1856613.5,3760540.1387000
1748476800000,2.023000,2.026000,2.000000,2.011000,1413706.0,2845215.9955000
1748563200000,2.012000,2.016000,2.001000,2.003000,1310030.6,2631293.7781000
1748649600000,2.004000,2.011000,2.000000,2.006000,1137654.7,2281325.3891000
1748736000000,2.005000,2.020000,1.968000,2.009000,2347301.6,4683160.7965000
1748822400000,2.010000,2.014000,2.000000,2.010000,1471350.3,2951495.2957000
1748908800000,2.010000,2.011000,2.000000,2.005000,1272792.0,2551904.4424000
1748995200000,2.005000,2.007000,2.002000,2.005000,797060.4,1597130.5596000
1749081600000,2.004000,2.007000,1.996000,2.006000,977678.0,1957454.1775000
1749168000000,2.006000,2.007000,2.001000,2.003000,646332.0,1295268.1775000
1749254400000,2.002000,2.012000,2.000000,2.005000,644277.8,1291590.5870000
1749340800000,2.005000,2.014000,2.001000,2.007000,824276.2,1654398.5085000
1749427200000,2.006000,2.007000,2.002000,2.004000,611205.1,1224803.4739000
1749513600000,2.003000,2.012000,1.993000,1.999000,1625788.3,3253214.2029000
1749600000000,1.998000,2.001000,1.990000,1.992000,943513.7,1883817.3450000
1749686400000,1.993000,1.999000,1.988000,1.996000,981105.0,1956526.0346000
1749772800000,1.996000,2.008000,1.987000,1.997000,1841119.1,3676804.8817000
1749859200000,1.998000,2.002000,1.938000,1.976000,4609450.6,9081736.1612000
1749945600000,1.976000,1.980000,0.253000,0.319300,1876302971.0,732455460.0947100
1750032000000,0.319300,0.756900,0.300300,0.610100,2268247396.6,981017470.7579800
1750118400000,0.610100,0.665800,0.367300,0.385800,1626815259.6,738055934.5618900
1750204800000,0.385800,0.406200,0.334900,0.340800,660176328.5,246684899.3050000
1750291200000,0.340800,0.356200,0.305000,0.321300,330235475.6,109253385.5151400
1750377600000,0.321300,0.359900,0.269900,0.334400,641870898.2,201958008.6892700
1750464000000,0.334400,0.342600,0.265700,0.289100,337245651.4,102825841.4022800
1750550400000,0.288900,0.290900,0.250900,0.256600,203814900.1,54072802.3352300
1750636800000,0.256600,0.280800,0.219800,0.265400,384676787.0,92851261.2856700
1750723200000,0.265500,0.271500,0.199800,0.216800,198530097.7,48231855.6935300
1750809600000,0.216700,0.236800,0.200000,0.218400,239816090.9,51205238.8560000
1750896000000,0.218300,0.226800,0.188000,0.203700,274424886.0,56117911.5700000
1750982400000,0.203800,0.210800,0.192700,0.202900,156399245.2,31883992.3293000
1751068800000,0.202900,0.218000,0.202000,0.203400,107673523.9,22397439.6219200
1751155200000,0.203400,0.231600,0.199500,0.220900,151956837.9,32234006.8031800
1751241600000,0.221000,0.226800,0.200000,0.204000,90983599.4,19070039.9229600
1751328000000,0.204000,0.206800,0.189700,0.193900,75592861.8,14929168.0360400
1751414400000,0.193800,0.200600,0.173700,0.190600,145062826.6,26739487.2894200
1751500800000,0.190600,0.193000,0.180200,0.180700,80675776.8,15126633.1229000
1751587200000,0.180600,0.184400,0.163800,0.165400,103645281.7,17987770.8290000
1751673600000,0.165400,0.192600,0.165400,0.170700,137123740.5,24012730.4020400
1751760000000,0.170700,0.182500,0.169100,0.173000,78028961.2,13709203.8781300
1751846400000,0.173000,0.181600,0.167400,0.170600,79845976.0,13908847.1783000
1751932800000,0.170600,0.175000,0.157000,0.161700,114444085.9,18886695.8809800
1752019200000,0.161700,0.167600,0.156900,0.165800,73213436.6,11810227.8752000
1752105600000,0.165800,0.175900,0.162100,0.173400,65929409.4,11050456.2422400
1752192000000,0.173400,0.233600,0.167700,0.204600,238653142.4,47970810.0986600
1752278400000,0.204500,0.206500,0.172100,0.182000,88255446.9,16479204.2014700
1752364800000,0.182000,0.187000,0.175400,0.182100,42374935.0,7677521.9336000
1752451200000,0.182200,0.188000,0.172000,0.178200,37559672.6,6799896.1026400
1752537600000,0.178200,0.179000,0.161700,0.171300,70088513.0,11800904.0323400
1752624000000,0.171200,0.180500,0.166000,0.171400,58047251.9,9933418.2337300
1752710400000,0.171400,0.176500,0.164200,0.172800,53144924.5,9040114.8082300
1752796800000,0.172800,0.181100,0.169200,0.179500,44270286.7,7801541.8815300
1752883200000,0.179400,0.181200,0.166100,0.169200,31820347.3,5508747.5956100
1752969600000,0.169200,0.187200,0.167800,0.183500,39553483.3,7023742.2022800
1753056000000,0.183500,0.199000,0.181700,0.195600,54777109.9,10412300.4208000
1753142400000,0.195700,0.226000,0.186400,0.197900,174595704.7,36417101.5677400
1753228800000,0.197900,0.205200,0.170000,0.176400,87718750.1,16113614.0427000
1753315200000,0.176400,0.176400,0.161000,0.162200,73403796.9,12291448.6668200
1753401600000,0.162300,0.167000,0.157000,0.161500,43287141.2,7004425.3812000
1753488000000,0.161600,0.165900,0.159200,0.163900,24873293.2,4063049.8641500
1753574400000,0.163800,0.167600,0.162100,0.166000,22132072.9,3651412.8716100
1753660800000,0.166000,0.168400,0.158300,0.159800,28573925.0,4687885.4631200
1753747200000,0.159800,0.162500,0.151300,0.158500,39998931.2,6274688.7558500
1753833600000,0.158400,0.159100,0.143800,0.153800,27245933.8,4200915.6883700
1753920000000,0.153700,0.155000,0.149000,0.150700,19750617.8,3018736.7835400
1754006400000,0.150700,0.162900,0.148700,0.159200,54274187.8,8489750.6665400
1754092800000,0.159200,0.161000,0.141400,0.148600,55598556.9,8365748.0410700
1754179200000,0.148600,0.153300,0.146700,0.150700,14249943.4,2150736.0598700
1754265600000,0.150800,0.153100,0.149700,0.151900,14768365.9,2236005.5060400
1754352000000,0.151900,0.153500,0.141500,0.144100,26474732.1,3900599.9739800
1754438400000,0.144100,0.152800,0.137600,0.150000,33208296.1,4835131.7340300
1754524800000,0.150100,0.160700,0.143500,0.154800,46086284.3,7037956.4973400
1754611200000,0.154800,0.159600,0.153000,0.156500,18822872.4,2936554.5186800
1754697600000,0.156500,0.188700,0.155200,0.177700,51313063.3,8640232.2364500
1754784000000,0.177700,0.366900,0.169200,0.289200,2013630932.5,596606426.0710400
1754870400000,0.289200,0.333000,0.251600,0.265800,823385171.0,236192786.7309900
1754956800000,0.265800,0.273700,0.221100,0.245400,281667252.0,69148410.5752100
1755043200000,0.245400,0.267600,0.227600,0.233600,142206451.9,34990265.9794900
1755129600000,0.233600,0.242400,0.205000,0.208100,112522673.8,25127623.7805300
1755216000000,0.208100,0.226400,0.195200,0.200100,76193149.2,16043473.1244800
1755302400000,0.200100,0.208500,0.195000,0.206600,57462384.0,11561374.3066400
1755388800000,0.206500,0.215000,0.196000,0.199200,77396622.1,15918993.6957800
1755475200000,0.199200,0.211000,0.189400,0.199100,90574145.1,18090566.3442500
1755561600000,0.199200,0.201500,0.184700,0.186200,59254153.0,11386135.4044000
1755648000000,0.186200,0.204800,0.186200,0.196600,61262145.0,11971372.2727700
1755734400000,0.196600,0.197500,0.183000,0.191100,38490890.2,7314048.1651500
1755820800000,0.191200,0.208300,0.182500,0.205900,58217435.7,11378342.7667300
1755907200000,0.205900,0.209900,0.189800,0.192200,32945347.5,6592879.2986900
