open_time_ms,open,high,low,close,volume,quote_volume
1691452800000,0.1358000,0.1594000,0.1212000,0.1281000,899742803,124960641.3223000
1691539200000,0.1282000,0.1616000,0.1054000,0.1180000,1633968707,202072695.0649000
1691625600000,0.1180000,0.1182000,0.1062000,0.1129000,456935509,51152180.9654000
1691712000000,0.1129000,0.1176000,0.1056000,0.1160000,533818723,60821005.0550000
1691798400000,0.1160000,0.1220000,0.1115000,0.1159000,323080679,37237555.0305000
1691884800000,0.1158000,0.1286000,0.1133000,0.1208000,289770630,34925870.7473000
1691971200000,0.1208000,0.1288000,0.1165000,0.1214000,308325887,37699813.5384000
1692057600000,0.1214000,0.1241000,0.1052000,0.1100000,207565497,23868741.6104000
1692144000000,0.1100000,0.1117000,0.1020000,0.1070000,200191793,21575261.3645000
1692230400000,0.1070000,0.1078000,0.0787000,0.0904000,222339575,22246311.6749000
1692316800000,0.0904000,0.1104000,0.0900000,0.1046000,374971626,38386258.8072000
1692403200000,0.1046000,0.1063000,0.0962000,0.1017000,164744223,16720892.3230000
1692489600000,0.1017000,0.1032000,0.0996000,0.1013000,81199761,8220335.7746000
1692576000000,0.1014000,0.1019000,0.0961000,0.0997000,98290714,9723646.0848000
1692662400000,0.0997000,0.1007000,0.0919000,0.0978000,85726654,8241102.7582000
1692748800000,0.0978000,0.1010000,0.0947000,0.0991000,82930061,8103928.6740000
1692835200000,0.0991000,0.1044000,0.0974000,0.1026000,282286255,28630998.8975000
1692921600000,0.1025000,0.1037000,0.0947000,0.0975000,152759444,14924910.5130000
1693008000000,0.0974000,0.0994000,0.0956000,0.0959000,47485778,4629076.0742000
1693094400000,0.0959000,0.0971000,0.0940000,0.0950000,45020657,4304844.6795000
1693180800000,0.0950000,0.1029000,0.0929000,0.0992000,197009745,19363115.6422000
1693267200000,0.0993000,0.1032400,0.0941000,0.1017000,236319391,23661326.2932900
1693353600000,0.1017000,0.1066700,0.1001000,0.1020700,221772660,22852426.7199000
1693440000000,0.1020400,0.1064000,0.0975100,0.0999100,317671063,32565485.3917200
1693526400000,0.0998700,0.1013600,0.0949000,0.0981400,128394502,12618849.7871800
1693612800000,0.0981500,0.0989600,0.0936100,0.0956900,35000650,3369033.1353000
1693699200000,0.0956600,0.0993000,0.0940000,0.0958500,43709084,4210153.1037200
1693785600000,0.0958600,0.0985900,0.0947100,0.0962100,27676885,2672549.8587400
1693872000000,0.0961900,0.1250000,0.0952900,0.1143500,723123541,80556891.6983500
1693958400000,0.1143300,0.1200000,0.1054200,0.1091900,578291414,65179048.4783800
1694044800000,0.1091900,0.1121500,0.1039000,0.1073700,95696585,10250833.8238600
1694131200000,0.1073700,0.1137600,0.1019700,0.1035600,83656707,9008725.2185200
1694217600000,0.1035600,0.1045400,0.1002700,0.1010100,36048993,3684646.3516500
1694304000000,0.1010000,0.1013300,0.0894300,0.0938200,74153598,7028351.1840100
1694390400000,0.0938100,0.0953300,0.0876300,0.0890900,93272162,8487549.5439200
1694476800000,0.0891400,0.0939000,0.0890200,0.0920200,56806552,5209738.4997700
1694563200000,0.0920000,0.0965200,0.0911400,0.0938400,124406915,11737120.4286900
1694649600000,0.0938500,0.0972100,0.0937500,0.0945300,47904061,4569400.8455100
1694736000000,0.0945400,0.0969000,0.0940000,0.0968400,31293475,2976592.4534800
1694822400000,0.0968300,0.0989400,0.0953700,0.0965600,29610601,2867753.1254200
1694908800000,0.0965600,0.0967800,0.0900900,0.0912400,45708674,4270747.3247600
1694995200000,0.0912600,0.0969900,0.0902300,0.0930400,37451334,3524369.0198500
1695081600000,0.0930400,0.0973300,0.0928400,0.0955400,34577832,3291935.7033000
1695168000000,0.0955300,0.0970400,0.0939000,0.0969300,39468538,3765147.9949000
1695254400000,0.0969300,0.1009200,0.0939400,0.0963300,64536756,6255486.8306400
1695340800000,0.0963500,0.1002700,0.0950200,0.0994800,37306067,3655020.9064500
1695427200000,0.0994700,0.1018400,0.0963100,0.0994900,50857535,5020870.3713200
1695513600000,0.0995400,0.0995600,0.0954000,0.0956800,20677330,2008409.5852900
1695600000000,0.0956200,0.0975800,0.0950600,0.0966000,19034083,1835185.3871300
