open_time_ms,open,high,low,close,volume,quote_volume
1707177600000,2.556000,2.815000,2.512000,2.643000,21847246.9,58386934.2060000
1707264000000,2.644000,2.810000,2.483000,2.555000,20977788.4,55022840.9366000
1707350400000,2.556000,2.688000,2.503000,2.514000,13272528.3,34633869.5738000
1707436800000,2.514000,2.600000,2.365000,2.567000,16089623.4,40033881.7394000
1707523200000,2.567000,2.857000,2.518000,2.729000,17469742.4,47553686.8331000
1707609600000,2.730000,2.842000,2.505000,2.696000,13611342.1,37220992.4511000
1707696000000,2.695000,2.807000,2.612000,2.791000,6604707.3,17870883.1051000
1707782400000,2.791000,2.814000,2.594000,2.617000,6870740.7,18410404.3602000
1707868800000,2.618000,2.833000,2.564000,2.732000,8327163.0,22614124.7574000
1707955200000,2.732000,3.009000,2.691000,2.869000,15390509.5,44040426.1251000
1708041600000,2.870000,3.150000,2.849000,2.950000,17920840.5,53587832.4252000
1708128000000,2.949000,3.011000,2.570000,2.878000,7815051.2,22519899.1220000
1708214400000,2.878000,3.404000,2.853000,3.277000,22801109.5,72681377.0487000
1708300800000,3.278000,3.543000,3.077000,3.476000,27495903.3,90257986.2758000
1708387200000,3.476000,3.532000,3.170000,3.448000,17897631.6,59805736.4090000
1708473600000,3.449000,3.482000,2.978000,3.120000,16997059.0,53548471.9811000
1708560000000,3.121000,3.275000,2.827000,2.903000,14770833.9,45469388.6126000
1708646400000,2.903000,3.089000,2.840000,2.935000,17832015.1,52989114.7744000
1708732800000,2.936000,3.079000,2.847000,3.006000,6158502.3,18418871.2332000
1708819200000,3.005000,3.039000,2.901000,2.980000,4950374.2,14653677.3351000
1708905600000,2.979000,3.167000,2.959000,3.041000,13282641.5,40486217.9580000
1708992000000,3.041000,3.130000,2.920000,3.008000,9068153.0,27407938.4057000
1709078400000,3.008000,3.145000,2.403000,2.954000,13941752.7,40924278.5367000
1709164800000,2.954000,2.996000,2.631000,2.736000,11721362.0,33278549.4059000
1709251200000,2.736000,2.785000,2.678000,2.775000,6746089.1,18414668.2789000
1709337600000,2.775000,2.976000,2.766000,2.948000,8397869.5,23920320.4771000
1709424000000,2.947000,3.093000,2.660000,2.978000,12842462.3,38023215.7889000
1709510400000,2.978000,3.049000,2.760000,2.863000,8936190.0,26021647.9015000
1709596800000,2.863000,2.986000,2.377000,2.645000,16276518.2,44882527.1156000
1709683200000,2.645000,2.978000,2.580000,2.917000,9923764.2,27668412.0761000
1709769600000,2.916000,3.161000,2.822000,3.076000,11472532.7,33911525.5307000
1709856000000,3.077000,3.465000,3.030000,3.372000,13608044.0,43930867.8960000
1709942400000,3.373000,4.052000,3.294000,3.881000,23125226.9,87637521.4277000
1710028800000,3.881000,4.076000,3.617000,3.692000,13983431.7,54189643.9751000
1710115200000,3.693000,4.262000,3.540000,3.986000,18417301.1,71916507.2779000
1710201600000,3.986000,4.038000,3.719000,3.975000,11178364.0,43466303.0118000
1710288000000,3.976000,4.550000,3.934000,4.406000,13798830.3,59317398.5359000
1710374400000,4.407000,4.439000,3.999000,4.274000,9190011.1,38813433.4903000
