open_time_ms,open,high,low,close,volume,quote_volume
1733443200000,1.1090000,1.3175000,1.0383000,1.0849000,147187011.1,171542732.86347000
1733529600000,1.0849000,1.1369000,0.9034000,0.9881000,254478806.3,255035618.60167000
1733616000000,0.9876000,1.1292000,0.9400000,1.0279000,257256876.1,268959016.18354000
1733702400000,1.0280000,1.1000000,0.6498000,0.7903000,265155165.0,254895680.57277000
1733788800000,0.7906000,0.8452000,0.6750000,0.7307000,170949218.5,129721036.54735000
1733875200000,0.7306000,0.9789000,0.6924000,0.8908000,257645184.7,220775097.95127000
1733961600000,0.8906000,0.9465000,0.7911000,0.8021000,153486484.4,133207948.17695000
1734048000000,0.8021000,0.8365000,0.7668000,0.8089000,95945691.5,77024088.98989000
1734134400000,0.8088000,0.8420000,0.7464000,0.7766000,82208639.1,65595308.82256000
1734220800000,0.7767000,0.7904000,0.7222000,0.7852000,56291179.0,42727529.28339000
1734307200000,0.7853000,0.8510000,0.7383000,0.7813000,126012116.1,101168366.80174000
1734393600000,0.7810000,0.8169000,0.6851000,0.6969000,83859340.7,62765823.68113000
1734480000000,0.6970000,0.7124000,0.5943000,0.6322000,101243829.7,67810342.12168000
1734566400000,0.6321000,0.6520000,0.5555000,0.5861000,104310724.4,63558983.24641000
1734652800000,0.5861000,0.6025000,0.4742000,0.5617000,133548132.2,71897068.51146000
1734739200000,0.5616000,0.6578000,0.5335000,0.5457000,100869388.1,58733359.05912000
1734825600000,0.5459000,0.5784000,0.5200000,0.5534000,63920982.5,35250000.31820000
1734912000000,0.5534000,0.6018000,0.5292000,0.5753000,57887768.4,32011213.85531000
1734998400000,0.5754000,0.6112000,0.5528000,0.5936000,47859335.7,27739886.22499000
1735084800000,0.5936000,0.6534000,0.5815000,0.6167000,84694798.1,52142941.64362000
1735171200000,0.6168000,0.6251000,0.5554000,0.5789000,62400325.8,36338281.49303000
1735257600000,0.5789000,0.6799000,0.5703000,0.6509000,187076891.1,120235522.03447000
1735344000000,0.6508000,0.6669000,0.5800000,0.6005000,76961433.2,47252469.24381000
1735430400000,0.6004000,0.6326000,0.5751000,0.5849000,75687197.7,45799469.41175000
1735516800000,0.5850000,0.6413000,0.5562000,0.6119000,68384843.0,40796813.70678000
1735603200000,0.6118000,0.6121000,0.5600000,0.5647000,47574978.4,27547314.62759000
1735689600000,0.5646000,0.5821000,0.5410000,0.5721000,40497047.8,22709282.31482000
1735776000000,0.5723000,0.6021000,0.5671000,0.5832000,38246378.2,22493420.33744000
1735862400000,0.5833000,0.6228000,0.5661000,0.6198000,35031057.4,20663000.42755000
1735948800000,0.6198000,0.6551000,0.6090000,0.6313000,45326347.5,28467986.68539000
1736035200000,0.6314000,0.6498000,0.6087000,0.6195000,32067645.4,20065614.07702000
1736121600000,0.6196000,0.6317000,0.5956000,0.6057000,40836938.4,24888705.85777000
1736208000000,0.6057000,0.6082000,0.5071000,0.5105000,56562811.6,31378367.38380000
1736294400000,0.5105000,0.5151000,0.4444000,0.4694000,58991683.6,28384864.03881000
1736380800000,0.4693000,0.4800000,0.4299000,0.4409000,45830284.4,20660739.66729000
1736467200000,0.4409000,0.4696000,0.4327000,0.4524000,29990762.6,13535156.80722000
1736553600000,0.4524000,0.4563000,0.4372000,0.4437000,17129934.5,7626810.03979000
1736640000000,0.4438000,0.4467000,0.4255000,0.4311000,15937855.4,6970573.25864000
1736726400000,0.4311000,0.4446000,0.3689000,0.4092000,55815967.9,22009833.62324000
1736812800000,0.4093000,0.4376000,0.4063000,0.4324000,32050223.3,13605012.62515000
1736899200000,0.4325000,0.4597000,0.4110000,0.4550000,28659616.8,12463758.19257000
1736985600000,0.4550000,0.4582000,0.4249000,0.4355000,28131164.8,12365208.92482000
1737072000000,0.4356000,0.4662000,0.4351000,0.4583000,32159056.9,14461065.17977000
1737158400000,0.4584000,0.4694000,0.3823000,0.4046000,48657953.5,19921639.74524000
1737244800000,0.4045000,0.4206000,0.3696000,0.3865000,73970087.9,29487418.81408000
1737331200000,0.3864000,0.4333000,0.3704000,0.4024000,69334051.9,27851135.00776000
1737417600000,0.4024000,0.4324000,0.3878000,0.4175000,36832263.7,15195286.62433000
1737504000000,0.4175000,0.4225000,0.3923000,0.3930000,23270356.7,9513127.33225000
1737590400000,0.3930000,0.4133000,0.3872000,0.4008000,29203396.2,11646421.45133000
1737676800000,0.4007000,0.4134000,0.3905000,0.4001000,23419382.3,9389435.90978000
1737763200000,0.4000000,0.4279000,0.3897000,0.4145000,57199884.0,23733158.91157000
1737849600000,0.4146000,0.4264000,0.4030000,0.4037000,18863858.3,7880746.10681000
1737936000000,0.4037000,0.4257000,0.3820000,0.4144000,39974706.7,16145050.57172000
1738022400000,0.4144000,0.4225000,0.3874000,0.3953000,18065605.5,7239731.89052000
1738108800000,0.3952000,0.4267000,0.3921000,0.4080000,31903111.9,13027278.03973000
1738195200000,0.4079000,0.4386000,0.4030000,0.4226000,19182157.9,8174644.14962000
1738281600000,0.4228000,0.4492000,0.4152000,0.4295000,16601431.3,7196289.50720000
1738368000000,0.4293000,0.4385000,0.3859000,0.3885000,13779798.0,5713828.30171000
1738454400000,0.3883000,0.3970000,0.3025000,0.3219000,30709687.6,10693406.24133000
1738540800000,0.3220000,0.3729000,0.2618000,0.3652000,61848800.3,19071726.30431000
1738627200000,0.3651000,0.3689000,0.3281000,0.3391000,22565772.3,7739413.49347000
1738713600000,0.3392000,0.3406000,0.3165000,0.3270000,16349216.4,5376557.85317000
1738800000000,0.3270000,0.3312000,0.3158000,0.3218000,16190657.0,5215672.17138000
1738886400000,0.3217000,0.3331000,0.3076000,0.3212000,16344602.8,5273036.58543000
1738972800000,0.3213000,0.3321000,0.3181000,0.3304000,8943770.6,2890104.59239000
